CD_MUN,NM_MUN,UF,year,pr,ETo,Tmax,Tmin,RH,VPD,u2,Rs
1100049,Cacoal,RO,1981,1684.54,1160.79,31.17,20.1,82.46,0.58,0.57,5641.35
1100049,Cacoal,RO,1982,1843.34,1160.38,31.22,20.49,85.62,0.48,0.62,5620.77
1100049,Cacoal,RO,1983,1542.16,1157.1,31.41,20.11,82.82,0.58,0.58,5563.75
1100049,Cacoal,RO,1984,1864.04,1229.78,31.84,20.24,78.98,0.71,0.81,5732.09
1100049,Cacoal,RO,1985,1920.96,1179.31,31.62,20.24,79.07,0.7,0.77,5507.83
1100049,Cacoal,RO,1986,1810.21,1186.63,31.21,20.23,82.56,0.58,0.74,5681.41
1100049,Cacoal,RO,1987,1949.7,1222.1,31.53,20.53,82.89,0.58,0.64,5878.39
1100049,Cacoal,RO,1988,2020.85,1178.34,31.12,20.08,81.38,0.62,0.77,5580.66
1100049,Cacoal,RO,1989,2029.13,1215.55,30.76,20.31,83.4,0.55,0.8,5897.72
1100049,Cacoal,RO,1990,1964.13,1249.23,31.14,20.86,82.41,0.59,0.82,5976.42
1100049,Cacoal,RO,1991,1957.42,1156.9,31.29,19.98,83.79,0.54,0.64,5583.38
1100049,Cacoal,RO,1992,2048.66,1184.43,31.08,19.94,84.47,0.51,0.68,5775.44
1100049,Cacoal,RO,1993,2047.56,1276.71,31.73,20.61,81.2,0.64,0.73,6120.94
1100049,Cacoal,RO,1994,1987.42,1240.32,31.8,20.59,83.16,0.58,0.68,5964.01
1100049,Cacoal,RO,1995,2163.45,1192.06,31.61,20.34,82.41,0.6,0.66,5685.33
1100049,Cacoal,RO,1996,1826.12,1212.02,30.96,19.72,82.11,0.58,0.77,5858.86
1100049,Cacoal,RO,1997,1826.33,1216.37,31.52,20.59,82.07,0.61,0.71,5836.92
1100049,Cacoal,RO,1998,1603.72,1244.47,32.11,20.87,81.22,0.65,0.69,5890.8
1100049,Cacoal,RO,1999,1882.59,1236.79,31.66,20.45,82.6,0.59,0.62,5974.84
1100049,Cacoal,RO,2000,1761.15,1224.1,31.77,20.8,84.47,0.53,0.49,5981.7
1100064,Colorado do Oeste,RO,1981,2143.95,1183.26,30.75,19.06,80.51,0.61,0.71,5753.2
1100064,Colorado do Oeste,RO,1982,1903.17,1190.98,30.74,19.67,83.98,0.52,0.72,5807.23
1100064,Colorado do Oeste,RO,1983,1622.5,1180.85,30.83,19.15,82.03,0.58,0.71,5706.07
1100064,Colorado do Oeste,RO,1984,1953.13,1294.78,31.1,19.17,77.76,0.71,0.96,6091.35
1100064,Colorado do Oeste,RO,1985,1735.84,1263.66,31.05,19.38,78.22,0.7,0.91,5990.08
1100064,Colorado do Oeste,RO,1986,1788.62,1283.67,31.2,19.65,79.58,0.67,0.82,6194.92
1100064,Colorado do Oeste,RO,1987,1701.14,1290.22,31.01,20.31,79.34,0.69,0.79,6199.16
1100064,Colorado do Oeste,RO,1988,1931.05,1264.07,30.58,19.34,78.61,0.68,0.91,6041.55
1100064,Colorado do Oeste,RO,1989,2461.68,1288.38,30.32,20.05,80.42,0.64,0.89,6292.32
1100064,Colorado do Oeste,RO,1990,2245.23,1291.71,30.33,20.35,80.9,0.63,0.84,6290.9
1100064,Colorado do Oeste,RO,1991,2289.67,1194.98,30.43,18.21,82.23,0.55,0.69,5931.02
1100064,Colorado do Oeste,RO,1992,2174.38,1231.16,30.17,19.08,84.03,0.5,0.76,6153.71
1100064,Colorado do Oeste,RO,1993,2013.42,1339.77,31.19,19.94,78.94,0.7,0.81,6450.66
1100064,Colorado do Oeste,RO,1994,2454.22,1309.62,31.26,19.78,80.46,0.64,0.86,6293.73
1100064,Colorado do Oeste,RO,1995,2195.58,1249.59,30.76,19.2,80.31,0.64,0.71,6114.81
1100064,Colorado do Oeste,RO,1996,2073.97,1290.38,30.51,18.6,80.86,0.59,0.97,6291.32
1100064,Colorado do Oeste,RO,1997,2147.75,1320.27,31.3,19.7,80.25,0.66,0.94,6298.44
1100064,Colorado do Oeste,RO,1998,1820.65,1335.67,31.76,19.38,78.93,0.7,1.02,6267.34
1100064,Colorado do Oeste,RO,1999,1865.42,1357.68,31.76,18.95,78.38,0.71,1.01,6419.09
1100064,Colorado do Oeste,RO,2000,1764.95,1333.27,31.5,19.62,79.77,0.67,0.95,6384.0
1100122,Ji-Paraná,RO,1981,1803.43,1199.43,31.2,20.56,83.02,0.56,0.57,5839.12
1100122,Ji-Paraná,RO,1982,1955.38,1171.43,31.2,20.76,86.65,0.45,0.54,5723.35
1100122,Ji-Paraná,RO,1983,1734.4,1185.56,31.56,20.36,83.1,0.57,0.48,5771.26
1100122,Ji-Paraná,RO,1984,1811.61,1250.35,31.62,20.54,79.0,0.71,0.8,5876.77
1100122,Ji-Paraná,RO,1985,1874.43,1211.46,31.29,20.55,79.15,0.7,0.77,5731.83
