CD_MUN,NM_MUN,UF,year,pr,ETo,Tmax,Tmin,RH,VPD,u2,Rs
1100015,Alta Floresta D'Oeste,RO,1961,1839.86,1369.56,32.39,19.92,77.84,0.76,0.92,6486.95
1100015,Alta Floresta D'Oeste,RO,1962,1857.54,1378.51,32.15,19.79,77.95,0.74,1.08,6447.99
1100015,Alta Floresta D'Oeste,RO,1963,1482.55,1422.32,32.93,19.91,75.25,0.87,1.05,6524.33
1100015,Alta Floresta D'Oeste,RO,1964,1873.25,1362.49,32.15,19.95,77.22,0.77,1.05,6308.13
1100015,Alta Floresta D'Oeste,RO,1965,1922.56,1371.19,32.37,19.88,78.61,0.73,1.04,6394.42
1100015,Alta Floresta D'Oeste,RO,1966,1588.12,1407.58,32.91,19.68,76.24,0.82,1.02,6512.4
1100015,Alta Floresta D'Oeste,RO,1967,1525.44,1352.36,32.27,20.26,80.18,0.69,1.03,6328.6
1100015,Alta Floresta D'Oeste,RO,1968,1596.8,1332.24,31.3,20.26,82.17,0.6,1.07,6400.18
1100015,Alta Floresta D'Oeste,RO,1969,1556.98,1426.88,32.45,21.16,79.69,0.72,1.14,6647.02
1100015,Alta Floresta D'Oeste,RO,1970,1662.7,1395.56,32.6,20.63,80.85,0.67,1.0,6591.88
1100015,Alta Floresta D'Oeste,RO,1971,1646.94,1286.08,31.2,19.0,82.55,0.56,1.04,6234.51
1100015,Alta Floresta D'Oeste,RO,1972,2117.51,1292.27,31.49,20.2,83.12,0.57,0.77,6310.95
1100015,Alta Floresta D'Oeste,RO,1973,2083.18,1283.78,31.0,20.54,82.7,0.57,0.85,6228.23
1100015,Alta Floresta D'Oeste,RO,1974,2710.57,1210.94,29.45,19.96,83.72,0.51,0.81,6082.76
1100015,Alta Floresta D'Oeste,RO,1975,2572.53,1262.89,31.04,19.92,82.91,0.56,0.79,6198.54
1100015,Alta Floresta D'Oeste,RO,1976,1941.19,1253.07,30.81,20.02,82.13,0.59,0.78,6130.15
1100015,Alta Floresta D'Oeste,RO,1977,2180.78,1214.07,31.1,20.38,83.12,0.56,0.64,5960.08
1100015,Alta Floresta D'Oeste,RO,1978,2335.36,1160.12,31.15,20.16,82.36,0.58,0.5,5658.16
1100015,Alta Floresta D'Oeste,RO,1979,2027.04,1181.57,31.49,20.01,82.52,0.58,0.62,5730.42
1100015,Alta Floresta D'Oeste,RO,1980,1892.86,1217.29,31.44,20.35,82.51,0.59,0.79,5780.79
1100080,Costa Marques,RO,1961,1881.34,1365.31,32.52,20.05,77.92,0.77,0.89,6458.36
1100080,Costa Marques,RO,1962,1833.49,1386.14,32.41,20.1,78.12,0.75,1.09,6445.32
1100080,Costa Marques,RO,1963,1493.49,1430.82,33.1,20.16,75.41,0.87,1.09,6507.84
1100080,Costa Marques,RO,1964,1921.45,1362.59,32.33,20.19,77.4,0.78,1.07,6272.78
1100080,Costa Marques,RO,1965,1785.7,1375.54,32.62,20.09,78.71,0.74,1.08,6359.24
1100080,Costa Marques,RO,1966,1710.99,1389.36,32.7,19.93,76.98,0.79,0.98,6470.92
1100080,Costa Marques,RO,1967,1631.49,1338.64,32.48,20.22,83.46,0.57,1.05,6327.5
1100080,Costa Marques,RO,1968,1671.9,1316.74,31.4,20.7,84.16,0.54,1.06,6352.27
1100080,Costa Marques,RO,1969,1711.8,1380.46,32.44,21.46,83.67,0.58,1.08,6509.41
1100080,Costa Marques,RO,1970,1751.49,1336.59,32.37,20.85,85.41,0.51,0.87,6442.02
1100080,Costa Marques,RO,1971,1734.44,1244.21,31.01,19.7,85.81,0.46,0.88,6132.72
1100080,Costa Marques,RO,1972,1997.26,1267.3,31.42,20.02,85.53,0.48,0.84,6192.35
1100080,Costa Marques,RO,1973,2230.98,1233.57,30.82,20.32,87.48,0.41,1.04,6046.79
1100080,Costa Marques,RO,1974,2944.09,1168.72,29.32,19.98,87.1,0.4,0.97,5887.5
1100080,Costa Marques,RO,1975,2555.2,1218.16,30.73,19.96,85.65,0.46,0.86,5996.68
1100080,Costa Marques,RO,1976,1739.19,1232.39,30.79,20.18,84.18,0.52,0.83,6038.25
1100080,Costa Marques,RO,1977,1739.54,1187.25,31.08,20.6,85.29,0.49,0.71,5790.74
1100080,Costa Marques,RO,1978,1986.6,1123.27,31.05,20.35,84.54,0.51,0.51,5479.08
1100080,Costa Marques,RO,1979,1714.03,1142.77,31.51,20.03,85.05,0.5,0.5,5590.45
1100080,Costa Marques,RO,1980,1661.42,1175.07,31.3,20.51,84.35,0.53,0.67,5662.19
1100049,Cacoal,RO,1961,2109.24,1350.67,32.23,19.8,78.71,0.72,0.87,6438.72
1100049,Cacoal,RO,1962,2200.1,1360.34,31.97,19.73,79.85,0.67,1.06,6426.0
1100049,Cacoal,RO,1963,1737.86,1410.65,32.72,19.69,76.36,0.81,1.04,6512.08
1100049,Cacoal,RO,1964,2227.76,1347.39,31.95,19.79,79.1,0.7,1.02,6311.58
1100049,Cacoal,RO,1965,2013.37,1356.96,32.24,19.64,79.94,0.68,1.02,6373.06
1100049,Cacoal,RO,1966,1638.86,1372.83,32.5,19.78,77.03,0.78,0.92,6431.5
1100049,Cacoal,RO,1967,1668.52,1349.08,32.0,20.11,80.63,0.66,1.05,6335.83
1100049,Cacoal,RO,1968,1697.1,1321.24,31.08,20.28,83.11,0.56,1.11,6357.29
1100049,Cacoal,RO,1969,1785.77,1418.84,32.28,21.18,81.09,0.67,1.2,6606.02
1100049,Cacoal,RO,1970,1760.78,1389.31,32.33,20.72,82.21,0.62,1.09,6561.25
1100049,Cacoal,RO,1971,1780.74,1287.77,30.91,19.38,83.67,0.52,1.18,6221.78
